"X.query","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","codigo_genoma"
"20501938","1410653.JHVC01000002_gene4123",5.95e-97,285,"COG1658@1|root,COG1658@2|Bacteria,1V3K3@1239|Firmicutes,24I8W@186801|Clostridia,36I6Z@31979|Clostridiaceae","186801|Clostridia","J","Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step","rnmV","-","3.1.26.8","ko:K05985","-","-","-","-","ko00000,ko01000","-","-","-","DUF4093,Toprim,Toprim_4","GCF_000007625.1"
"20501939","1410653.JHVC01000002_gene4124",1.55e-129,375,"COG0030@1|root,COG0030@2|Bacteria,1TP9W@1239|Firmicutes,248RY@186801|Clostridia,36DEP@31979|Clostridiaceae","186801|Clostridia","J","Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits","ksgA","-","2.1.1.182","ko:K02528","-","-","R10716","RC00003,RC03257","ko00000,ko01000,ko03009","-","-","-","RrnaAD","GCF_000007625.1"
"20501940","1410653.JHVC01000002_gene4125",7.16e-138,408,"COG3087@1|root,COG3087@2|Bacteria,1V30Z@1239|Firmicutes,249SI@186801|Clostridia,36DPU@31979|Clostridiaceae","186801|Clostridia","D","Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20501941","1230342.CTM_20526",1.41e-61,197,"2EB32@1|root,3353U@2|Bacteria,1VJ87@1239|Firmicutes,24IXR@186801|Clostridia,36ISY@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20501942","1230342.CTM_20891",1.12e-132,381,"COG0682@1|root,COG0682@2|Bacteria,1TPAK@1239|Firmicutes,24BK7@186801|Clostridia,36EP7@31979|Clostridiaceae","186801|Clostridia","M","Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins","lgt","-","-","ko:K13292","-","-","-","-","ko00000,ko01000","-","-","-","LGT","GCF_000007625.1"
"20501943","1410653.JHVC01000002_gene4128",1.58e-119,348,"29G8B@1|root,30364@2|Bacteria,1V4YY@1239|Firmicutes,24DZT@186801|Clostridia,36FUB@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20501944","1230342.CTM_20901",5.84e-151,430,"COG0489@1|root,COG0489@2|Bacteria,1TQ34@1239|Firmicutes,24817@186801|Clostridia,36EAT@31979|Clostridiaceae","186801|Clostridia","D","Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP","mrp","-","-","-","-","-","-","-","-","-","-","-","ParA","GCF_000007625.1"
"20501945","1410653.JHVC01000002_gene4130",2.14e-26,97.8,"COG1141@1|root,COG1141@2|Bacteria,1VKVT@1239|Firmicutes,24RTU@186801|Clostridia,36MZI@31979|Clostridiaceae","186801|Clostridia","C","Ferredoxin","fdxA","-","-","ko:K05337","-","-","-","-","ko00000","-","-","-","Fer4_13,Fer4_15","GCF_000007625.1"
"20501946","1487921.DP68_00195",1.86e-86,261,"COG3859@1|root,COG3859@2|Bacteria,1V1WX@1239|Firmicutes,24E4Z@186801|Clostridia,36IVJ@31979|Clostridiaceae","186801|Clostridia","S","Proton-coupled thiamine transporter YuaJ","yuaJ","-","-","ko:K16789","-","-","-","-","ko00000,ko02000","2.A.88.3","-","-","Thia_YuaJ","GCF_000007625.1"
"20501947","1540257.JQMW01000011_gene2571",5.16e-181,520,"COG1807@1|root,COG1807@2|Bacteria,1UYMG@1239|Firmicutes,247PB@186801|Clostridia,36W4G@31979|Clostridiaceae","186801|Clostridia","M","Dolichyl-phosphate-mannose-protein mannosyltransferase","-","-","-","-","-","-","-","-","-","-","-","-","PMT_2","GCF_000007625.1"
"20501948","1230342.CTM_20921",0,1201,"COG1328@1|root,COG1328@2|Bacteria,1TR9K@1239|Firmicutes,247WF@186801|Clostridia,36DS9@31979|Clostridiaceae","186801|Clostridia","F","Ribonucleoside-triphosphate reductase","nrdD","-","1.1.98.6","ko:K21636","ko00230,ko00240,ko01100,map00230,map00240,map01100","M00053","R11633,R11634,R11635,R11636","RC00613","ko00000,ko00001,ko00002,ko01000","-","-","-","ATP-cone,NRDD","GCF_000007625.1"
"20501949","1230342.CTM_20926",5.41e-82,246,"COG0602@1|root,COG0602@2|Bacteria,1V1HG@1239|Firmicutes,24HIJ@186801|Clostridia,36I6P@31979|Clostridiaceae","186801|Clostridia","O","Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine","nrdG","-","1.97.1.4","ko:K04068","-","-","R04710","-","ko00000,ko01000","-","-","-","Fer4_12,Radical_SAM","GCF_000007625.1"
"20501950","1410653.JHVC01000002_gene4136",1.21e-63,196,"COG0640@1|root,COG0640@2|Bacteria,1VA6G@1239|Firmicutes,24JCN@186801|Clostridia,36JIC@31979|Clostridiaceae","186801|Clostridia","K","Transcriptional regulator","ziaR","-","-","ko:K21903","-","-","-","-","ko00000,ko03000","-","-","-","HTH_5","GCF_000007625.1"
"20501951","1410653.JHVC01000002_gene4138",4.65e-124,360,"COG0796@1|root,COG0796@2|Bacteria,1TPPR@1239|Firmicutes,249MB@186801|Clostridia,36DHC@31979|Clostridiaceae","186801|Clostridia","M","Provides the (R)-glutamate required for cell wall biosynthesis","murI","-","5.1.1.3","ko:K01776","ko00471,ko01100,map00471,map01100","-","R00260","RC00302","ko00000,ko00001,ko01000,ko01011","-","-","-","Asp_Glu_race","GCF_000007625.1"
"20501952","1410653.JHVC01000002_gene4139",6.31e-43,143,"2E3TS@1|root,32WZZ@2|Bacteria,1VECV@1239|Firmicutes,24Q4X@186801|Clostridia,36M7S@31979|Clostridiaceae","186801|Clostridia","S","Domain of unknown function (DUF3870)","-","-","-","-","-","-","-","-","-","-","-","-","DUF3870","GCF_000007625.1"
"20501953","1410653.JHVC01000002_gene4141",2.25e-223,639,"COG0860@1|root,COG0860@2|Bacteria,1UYPW@1239|Firmicutes,24BHU@186801|Clostridia,36FR1@31979|Clostridiaceae","186801|Clostridia","M","N-acetylmuramoyl-L-alanine amidase","-","-","3.5.1.28","ko:K01448","ko01503,map01503","M00727","R04112","RC00064,RC00141","ko00000,ko00001,ko00002,ko01000,ko01011,ko03036","-","-","-","Amidase_3,Big_4,Big_5,CW_binding_2,SH3_3","GCF_000007625.1"
"20501954","1410653.JHVC01000002_gene4142",0,1840,"COG0060@1|root,COG0060@2|Bacteria,1TPS7@1239|Firmicutes,247XX@186801|Clostridia,36DSA@31979|Clostridiaceae","186801|Clostridia","J","amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)","ileS","-","6.1.1.5","ko:K01870","ko00970,map00970","M00359,M00360","R03656","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016","-","-","-","Anticodon_1,tRNA-synt_1","GCF_000007625.1"
"20501955","1230342.CTM_09066",2.33e-183,516,"COG1609@1|root,COG1609@2|Bacteria,1TQ7K@1239|Firmicutes,247M2@186801|Clostridia,36F5I@31979|Clostridiaceae","186801|Clostridia","K","Transcriptional regulator, LacI family","ccpA","-","-","ko:K02529","-","-","-","-","ko00000,ko03000","-","-","-","LacI,Peripla_BP_1,Peripla_BP_3","GCF_000007625.1"
"20501956","1410653.JHVC01000002_gene4144",0,1437,"COG0507@1|root,COG1112@1|root,COG0507@2|Bacteria,COG1112@2|Bacteria,1TP20@1239|Firmicutes,24BMH@186801|Clostridia,36GFE@31979|Clostridiaceae","186801|Clostridia","L","AAA domain","-","-","-","-","-","-","-","-","-","-","-","-","AAA_11,AAA_12,DUF559","GCF_000007625.1"
"20501957","1410653.JHVC01000002_gene4150",7.58e-153,439,"COG0836@1|root,COG0836@2|Bacteria,1TPC9@1239|Firmicutes,24908@186801|Clostridia,36DFS@31979|Clostridiaceae","186801|Clostridia","M","mannose-1-phosphate guanylyltransferase","manC","-","2.7.7.13","ko:K00971","ko00051,ko00520,ko01100,ko01110,map00051,map00520,map01100,map01110","M00114,M00361,M00362","R00885","RC00002","ko00000,ko00001,ko00002,ko01000","-","-","iHN637.CLJU_RS00940","MannoseP_isomer,NTP_transferase","GCF_000007625.1"
"20501958","1230342.CTM_03409",4.08e-271,749,"COG0535@1|root,COG0535@2|Bacteria,1TR52@1239|Firmicutes,247SB@186801|Clostridia,36DWE@31979|Clostridiaceae","186801|Clostridia","C","Radical SAM","-","-","-","-","-","-","-","-","-","-","-","-","Fer4_12,Fer4_14,Radical_SAM,SPASM","GCF_000007625.1"
"20501959","1230342.CTM_03404",1.07e-91,290,"COG1653@1|root,COG1653@2|Bacteria,1TQ0V@1239|Firmicutes,2481M@186801|Clostridia,36E6U@31979|Clostridiaceae","186801|Clostridia","G","Extracellular solute-binding protein","-","-","-","ko:K02027,ko:K10188","ko02010,map02010","M00199,M00207","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.1,3.A.1.1.4","-","-","SBP_bac_1,SBP_bac_8","GCF_000007625.1"
"20501960","1230342.CTM_03399",2.49e-132,386,"COG0438@1|root,COG0438@2|Bacteria,1UASH@1239|Firmicutes,248VW@186801|Clostridia,36DY2@31979|Clostridiaceae","186801|Clostridia","M","PFAM Glycosyl transferase, group 1","-","-","-","-","-","-","-","-","-","-","-","-","Glyco_transf_4,Glycos_transf_1","GCF_000007625.1"
"20501961","1410653.JHVC01000002_gene4158",2.52e-81,253,"COG2334@1|root,COG2334@2|Bacteria,1V9C3@1239|Firmicutes,248DT@186801|Clostridia,36EAM@31979|Clostridiaceae","186801|Clostridia","S","Spore coat protein","-","-","-","-","-","-","-","-","-","-","-","-","APH,Choline_kinase","GCF_000007625.1"
"20501962","1410653.JHVC01000002_gene4159",5.31e-72,227,"2EUFW@1|root,33MY5@2|Bacteria,1VMQX@1239|Firmicutes,24GKW@186801|Clostridia,36ID6@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20501963","1410653.JHVC01000002_gene4160",8.99e-139,404,"COG0510@1|root,COG0510@2|Bacteria,1UYGX@1239|Firmicutes,25ECB@186801|Clostridia,36UK8@31979|Clostridiaceae","186801|Clostridia","M","Spore coat protein","-","-","-","-","-","-","-","-","-","-","-","-","Choline_kinase","GCF_000007625.1"
"20501964","1230342.CTM_03379",6.74e-197,554,"COG0438@1|root,COG0438@2|Bacteria,1UASH@1239|Firmicutes,248VW@186801|Clostridia,36E4C@31979|Clostridiaceae","186801|Clostridia","M","glycosyl transferase","-","-","-","-","-","-","-","-","-","-","-","-","Glyco_transf_4,Glycos_transf_1","GCF_000007625.1"
"20501965","1230342.CTM_03374",3.01e-189,531,"COG2334@1|root,COG2334@2|Bacteria,1TTBS@1239|Firmicutes,2483F@186801|Clostridia,36DMN@31979|Clostridiaceae","186801|Clostridia","S","spore coat protein, CotS","cotS","-","-","ko:K06331,ko:K06337","-","-","-","-","ko00000","-","-","-","APH,Choline_kinase","GCF_000007625.1"
"20501966","1230342.CTM_09081",2.9e-215,598,"COG1840@1|root,COG1840@2|Bacteria,1UYVQ@1239|Firmicutes,25C4Y@186801|Clostridia,36WPC@31979|Clostridiaceae","186801|Clostridia","P","ABC-type Fe3 transport system, periplasmic component","-","-","-","ko:K02012","ko02010,map02010","M00190","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.10","-","-","SBP_bac_6","GCF_000007625.1"
"20501967","1230342.CTM_09086",0,924,"COG1178@1|root,COG1178@2|Bacteria,1TPMX@1239|Firmicutes,24A64@186801|Clostridia,36F7C@31979|Clostridiaceae","186801|Clostridia","P","ABC-type Fe3 transport system, permease component","-","-","-","ko:K02011","ko02010,map02010","M00190","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.10","-","-","BPD_transp_1","GCF_000007625.1"
"20501968","1410653.JHVC01000002_gene4148",7.03e-198,555,"COG3842@1|root,COG3842@2|Bacteria,1TP2M@1239|Firmicutes,247JR@186801|Clostridia,36EAA@31979|Clostridiaceae","186801|Clostridia","P","Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system","-","-","3.6.3.30","ko:K02010","ko02010,map02010","M00190","-","-","ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.10","-","-","ABC_tran,TOBE_2","GCF_000007625.1"
"20501969","1230342.CTM_09096",0,932,"COG1762@1|root,COG3711@1|root,COG1762@2|Bacteria,COG3711@2|Bacteria,1TQT1@1239|Firmicutes,248PT@186801|Clostridia,36F0A@31979|Clostridiaceae","186801|Clostridia","GKT","phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2","-","-","-","-","-","-","-","-","-","-","-","-","HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB","GCF_000007625.1"
"20501970","1230342.CTM_09101",1.86e-44,145,"COG3414@1|root,COG3414@2|Bacteria","2|Bacteria","G","protein-N(PI)-phosphohistidine-sugar phosphotransferase activity","ulaB","-","2.7.1.194","ko:K02822,ko:K03475","ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060","M00283,M00550","R07671","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.7.1","-","-","PTS_IIB","GCF_000007625.1"
"20501971","1230342.CTM_09106",1.39e-19,89,"COG3037@1|root,COG3037@2|Bacteria,1TQK5@1239|Firmicutes,247MD@186801|Clostridia,36DWJ@31979|Clostridiaceae","186801|Clostridia","S","PTS system","ulaA","-","-","ko:K03475","ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060","M00283,M00550","R07671","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000","4.A.7.1","-","-","EIIC-GAT","GCF_000007625.1"
"20501972","632335.Calkr_0151",1e-43,142,"COG2002@1|root,COG2002@2|Bacteria,1VA3H@1239|Firmicutes,24MN7@186801|Clostridia,42GY0@68295|Thermoanaerobacterales","186801|Clostridia","K","TIGRFAM transcriptional regulator, AbrB family","abrB","-","-","ko:K06284","-","-","-","-","ko00000,ko03000","-","-","-","MazE_antitoxin","GCF_000007625.1"
"20501973","1499689.CCNN01000007_gene2660",5.96e-86,258,"COG0176@1|root,COG0176@2|Bacteria,1TP4Q@1239|Firmicutes,248KZ@186801|Clostridia,36EK7@31979|Clostridiaceae","186801|Clostridia","G","Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway","tal","-","2.2.1.2","ko:K00616","ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007","R01827","RC00439,RC00604","ko00000,ko00001,ko00002,ko01000","-","-","-","TAL_FSA","GCF_000007625.1"
"20501974","1487921.DP68_15890",6.34e-299,837,"COG1263@1|root,COG1264@1|root,COG2190@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,COG2190@2|Bacteria,1TPJ8@1239|Firmicutes,24809@186801|Clostridia,36DWW@31979|Clostridiaceae","186801|Clostridia","G","Pts system","-","-","2.7.1.199","ko:K20116,ko:K20117,ko:K20118","ko00010,ko00520,ko02060,map00010,map00520,map02060","M00809","R02738","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.1.13,4.A.1.1.14,4.A.1.1.9","-","-","PTS_EIIA_1,PTS_EIIB,PTS_EIIC","GCF_000007625.1"
"20501975","1487921.DP68_00330",4.5e-149,426,"28HCB@1|root,2Z7P7@2|Bacteria,1TNZK@1239|Firmicutes,2487N@186801|Clostridia,36E05@31979|Clostridiaceae","186801|Clostridia","S","sporulation peptidase YabG","yabG","-","-","ko:K06436","-","-","-","-","ko00000","-","-","-","Peptidase_U57","GCF_000007625.1"
"20501976","332101.JIBU02000039_gene1676",3.48e-35,122,"COG4466@1|root,COG4466@2|Bacteria,1VEQM@1239|Firmicutes,24QN2@186801|Clostridia,36KJC@31979|Clostridiaceae","186801|Clostridia","S","Biofilm formation stimulator VEG","veg","-","-","-","-","-","-","-","-","-","-","-","VEG","GCF_000007625.1"
"20501977","1410653.JHVC01000002_gene4165",5.87e-241,677,"COG1388@1|root,COG1388@2|Bacteria,1TSVC@1239|Firmicutes,248VQ@186801|Clostridia,36EW2@31979|Clostridiaceae","186801|Clostridia","M","LysM domain","-","-","-","-","-","-","-","-","-","-","-","-","DUF3794,LysM","GCF_000007625.1"
"20501978","1410653.JHVC01000002_gene4166",3.07e-136,391,"COG4242@1|root,COG4242@2|Bacteria,1TSFA@1239|Firmicutes,249S4@186801|Clostridia,36FVF@31979|Clostridiaceae","186801|Clostridia","PQ","Belongs to the peptidase S51 family","cphB","-","3.4.15.6","ko:K13282","-","-","R09722","RC00064,RC00141","ko00000,ko01000,ko01002","-","-","-","Peptidase_S51","GCF_000007625.1"
"20501979","1410653.JHVC01000002_gene4167",0,1177,"COG0189@1|root,COG0769@1|root,COG0189@2|Bacteria,COG0769@2|Bacteria,1V3WY@1239|Firmicutes,249AA@186801|Clostridia,36ED3@31979|Clostridiaceae","186801|Clostridia","HJM","cyanophycin synthetase","cphA","-","6.3.2.29,6.3.2.30","ko:K03802","-","-","-","-","ko00000,ko01000","-","-","-","Mur_ligase_C,Mur_ligase_M,RimK","GCF_000007625.1"
"20501980","1230342.CTM_03344",5e-119,349,"COG1947@1|root,COG1947@2|Bacteria,1TPXV@1239|Firmicutes,24898@186801|Clostridia,36DM7@31979|Clostridiaceae","186801|Clostridia","F","Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol","ispE","-","2.7.1.148","ko:K00919","ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130","M00096","R05634","RC00002,RC01439","ko00000,ko00001,ko00002,ko01000","-","-","-","GHMP_kinases_C,GHMP_kinases_N","GCF_000007625.1"
"20501981","1443122.Z958_04990",3.79e-10,57,"2BC12@1|root,324VK@2|Bacteria,1UR16@1239|Firmicutes,24VJ9@186801|Clostridia,36PF1@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20501982","1230342.CTM_03334",2.95e-243,681,"COG0697@1|root,COG0697@2|Bacteria,1TP7K@1239|Firmicutes,248Q8@186801|Clostridia,36DVY@31979|Clostridiaceae","186801|Clostridia","EG","Spore germination protein","gerA","-","-","ko:K06310","-","-","-","-","ko00000","-","-","-","GerA","GCF_000007625.1"
"20501983","1410653.JHVC01000002_gene4171",1.01e-88,273,"COG0531@1|root,COG0531@2|Bacteria,1UKF7@1239|Firmicutes,25FVC@186801|Clostridia,36UZU@31979|Clostridiaceae","186801|Clostridia","E","Spore germination protein","-","-","-","-","-","-","-","-","-","-","-","-","Spore_GerAC,Spore_permease","GCF_000007625.1"
"20501984","1230342.CTM_03324",4.05e-103,313,"28IEM@1|root,2Z8GN@2|Bacteria,1UB3Y@1239|Firmicutes,247YH@186801|Clostridia,36DPB@31979|Clostridiaceae","186801|Clostridia","S","Germination protein, Ger(X)C family","-","-","-","ko:K06297","-","-","-","-","ko00000","-","-","-","Spore_GerAC","GCF_000007625.1"
"20501985","1410653.JHVC01000002_gene4173",2.13e-75,233,"2AUKD@1|root,31K93@2|Bacteria,1V6PK@1239|Firmicutes,24J91@186801|Clostridia,36I4Q@31979|Clostridiaceae","186801|Clostridia","S","stage II sporulation protein R","spoIIR","-","-","ko:K06387","-","-","-","-","ko00000","-","-","-","Spore_II_R","GCF_000007625.1"
"20501986","1230342.CTM_03314",4.53e-191,540,"COG0707@1|root,COG0707@2|Bacteria,1UQ6A@1239|Firmicutes,248FR@186801|Clostridia,36F7T@31979|Clostridiaceae","186801|Clostridia","M","Monogalactosyldiacylglycerol synthase","-","-","2.4.1.315","ko:K03429","ko00561,ko01100,map00561,map01100","-","R02689,R04377","RC00005,RC00059","ko00000,ko00001,ko01000,ko01003","-","GT28","-","Glyco_tran_28_C,MGDG_synth","GCF_000007625.1"
"20501987","1410653.JHVC01000002_gene4175",5.44e-231,647,"COG2959@1|root,COG2959@2|Bacteria,1TT9K@1239|Firmicutes,24893@186801|Clostridia,36ESP@31979|Clostridiaceae","186801|Clostridia","H","germination protein YpeB","ypeB","-","-","ko:K06313","-","-","-","-","ko00000","-","-","-","PepSY,YPEB","GCF_000007625.1"
"20501988","1230342.CTM_03304",8.36e-186,523,"COG1181@1|root,COG1181@2|Bacteria,1TP2Y@1239|Firmicutes,248CR@186801|Clostridia,36DR8@31979|Clostridiaceae","186801|Clostridia","F","Belongs to the D-alanine--D-alanine ligase family","ddl","-","6.3.2.4","ko:K01921","ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502","-","R01150","RC00064,RC00141","ko00000,ko00001,ko01000,ko01011","-","-","-","Dala_Dala_lig_C,Dala_Dala_lig_N","GCF_000007625.1"
"20501989","1410653.JHVC01000002_gene4177",5.26e-179,504,"COG0301@1|root,COG1293@1|root,COG0301@2|Bacteria,COG1293@2|Bacteria,1UI2N@1239|Firmicutes,247WZ@186801|Clostridia,36FM9@31979|Clostridiaceae","186801|Clostridia","HK","Thiamine biosynthesis protein (ThiI)","-","-","-","-","-","-","-","-","-","-","-","-","DUF814,ThiI","GCF_000007625.1"
"20501990","1230342.CTM_03294",2.64e-60,189,"COG4506@1|root,COG4506@2|Bacteria,1VGH0@1239|Firmicutes,25DMW@186801|Clostridia,36UD8@31979|Clostridiaceae","186801|Clostridia","S","Domain of unknown function (DUF1934)","-","-","-","-","-","-","-","-","-","-","-","-","DUF1934","GCF_000007625.1"
"20501991","1410653.JHVC01000002_gene4179",2.43e-35,123,"2952S@1|root,2ZSFI@2|Bacteria,1W2JU@1239|Firmicutes,24RVJ@186801|Clostridia,36N0B@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20501992","1410653.JHVC01000002_gene4181",3.2e-27,102,"2BYFI@1|root,33P7Y@2|Bacteria,1VQ33@1239|Firmicutes,24RX0@186801|Clostridia,36MYD@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
