"X.query","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","codigo_genoma"
"20486007","1314.HKU360_00262",2.23e-201,558,"COG0030@1|root,COG0030@2|Bacteria,1TP9W@1239|Firmicutes,4HA4R@91061|Bacilli","91061|Bacilli","J","Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits","ksgA","GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360","2.1.1.182","ko:K02528","-","-","R10716","RC00003,RC03257","ko00000,ko01000,ko03009","-","-","-","RrnaAD","GCF_000006785.2"
"20486008","1314.HKU360_00263",9.76e-150,424,"COG1162@1|root,COG1162@2|Bacteria,1TPSQ@1239|Firmicutes,4HA9W@91061|Bacilli","91061|Bacilli","G","One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit","rsgA","-","3.1.3.100","ko:K06949","ko00730,ko01100,map00730,map01100","-","R00615,R02135","RC00002,RC00017","ko00000,ko00001,ko01000,ko03009","-","-","-","RsgA_GTPase,RsgA_N","GCF_000006785.2"
"20486009","663952.SDD27957_10210",1.19e-152,429,"COG0036@1|root,COG0036@2|Bacteria,1TQK8@1239|Firmicutes,4H9RW@91061|Bacilli,1M94X@119603|Streptococcus dysgalactiae group","91061|Bacilli","G","Belongs to the ribulose-phosphate 3-epimerase family","rpe","GO:0003674,GO:0003824,GO:0004750,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046483,GO:0046496,GO:0046872,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901575","5.1.3.1","ko:K01783","ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007","R01529","RC00540","ko00000,ko00001,ko00002,ko01000","-","-","-","Ribul_P_3_epim","GCF_000006785.2"
"20486010","1314.HKU360_00265",1.63e-145,410,"COG1564@1|root,COG1564@2|Bacteria,1VA0W@1239|Firmicutes,4HHS1@91061|Bacilli","91061|Bacilli","H","thiamine pyrophosphokinase","thiN","-","2.7.6.2","ko:K00949","ko00730,ko01100,map00730,map01100","-","R00619","RC00002,RC00017","ko00000,ko00001,ko01000","-","-","-","TPK_B1_binding,TPK_catalytic","GCF_000006785.2"
"20486011","482234.SCAZ3_10095",2.89e-220,617,"COG1322@1|root,COG1322@2|Bacteria,1TPWI@1239|Firmicutes,4HE2N@91061|Bacilli","91061|Bacilli","S","RmuC domain protein","rmuC","-","-","ko:K09760","-","-","-","-","ko00000","-","-","-","RmuC","GCF_000006785.2"
"20486012","1314.HKU360_00267",3.52e-225,620,"COG3481@1|root,COG3481@2|Bacteria,1TPIU@1239|Firmicutes,4HB1M@91061|Bacilli","91061|Bacilli","S","3'-5' exoribonuclease yhaM","yhaM","GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0031123,GO:0031125,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043628,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360","-","ko:K03698","-","-","-","-","ko00000,ko01000,ko03019","-","-","-","HD,tRNA_anti-codon","GCF_000006785.2"
"20486013","1314.HKU360_00268",1.82e-190,530,"COG0503@1|root,COG0503@2|Bacteria,1TPN9@1239|Firmicutes,4HB8I@91061|Bacilli","91061|Bacilli","F","operon repressor","purR","-","-","ko:K09685","-","-","-","-","ko00000,ko03000","-","-","-","Pribosyltran,PuR_N","GCF_000006785.2"
"20486014","1314.HKU360_00269",0,1500,"COG1196@1|root,COG1196@2|Bacteria","2|Bacteria","D","nuclear chromosome segregation","prgA","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000006785.2"
"20486015","1314.HKU360_00270",2.42e-91,267,"COG0048@1|root,COG0048@2|Bacteria,1V1FJ@1239|Firmicutes,4HFMZ@91061|Bacilli","91061|Bacilli","J","Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit","rpsL","GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02950","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosom_S12_S23","GCF_000006785.2"
"20486016","663952.SDD27957_10170",5.66e-106,306,"COG0049@1|root,COG0049@2|Bacteria,1V1GG@1239|Firmicutes,4H9PA@91061|Bacilli,1M98E@119603|Streptococcus dysgalactiae group","91061|Bacilli","J","One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA","rpsG","GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02992","ko03010,map03010","M00178,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_S7","GCF_000006785.2"
"20486017","1314.HKU360_00272",0,1353,"COG0480@1|root,COG0480@2|Bacteria,1TPF9@1239|Firmicutes,4HAB8@91061|Bacilli","91061|Bacilli","J","Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome","fusA","-","-","ko:K02355","-","-","-","-","ko00000,ko03012,ko03029","-","-","-","EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2","GCF_000006785.2"
"20486018","1314.HKU360_00273",1.93e-241,663,"COG0057@1|root,COG0057@2|Bacteria,1TNYU@1239|Firmicutes,4H9NS@91061|Bacilli","91061|Bacilli","G","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","gap","GO:0000166,GO:0002020,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006735,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009987,GO:0016491,GO:0016620,GO:0016903,GO:0019362,GO:0019637,GO:0019674,GO:0019899,GO:0034641,GO:0036094,GO:0043891,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046496,GO:0048037,GO:0050662,GO:0051186,GO:0051287,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:0097159,GO:1901265,GO:1901360,GO:1901363,GO:1901564","1.2.1.12","ko:K00134","ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552","R01061","RC00149","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147","-","-","-","Gp_dh_C,Gp_dh_N","GCF_000006785.2"
"20486019","1314.HKU360_00275",4.26e-168,470,"COG1126@1|root,COG1126@2|Bacteria,1TNYD@1239|Firmicutes,4H9WY@91061|Bacilli","91061|Bacilli","E","abc transporter atp-binding protein","glnQ","-","-","ko:K17076","ko02010,map02010","M00589","-","-","ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.3.20","-","-","ABC_tran","GCF_000006785.2"
"20486020","1314.HKU360_00276",0,990,"COG0765@1|root,COG0834@1|root,COG0765@2|Bacteria,COG0834@2|Bacteria,1TPM3@1239|Firmicutes,4HAS2@91061|Bacilli","91061|Bacilli","P","ABC transporter","XK27_05795","-","-","ko:K17073,ko:K17074","ko02010,map02010","M00589","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.3.20","-","-","BPD_transp_1,SBP_bac_3","GCF_000006785.2"
"20486021","1314.HKU360_00277",0,1159,"COG4907@1|root,COG4907@2|Bacteria,1TS3Q@1239|Firmicutes,4HF7D@91061|Bacilli","91061|Bacilli","S","the current gene model (or a revised gene model) may contain a frame shift","-","-","-","-","-","-","-","-","-","-","-","-","DUF2207","GCF_000006785.2"
"20486022","759913.SDSE_0357",5.2e-190,528,"COG1968@1|root,COG1968@2|Bacteria,1TPFA@1239|Firmicutes,4HB0M@91061|Bacilli,1M9D0@119603|Streptococcus dysgalactiae group","91061|Bacilli","V","Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin","uppP","-","3.6.1.27","ko:K06153","ko00550,map00550","-","R05627","RC00002","ko00000,ko00001,ko01000,ko01011","-","-","-","BacA","GCF_000006785.2"
"20486023","1314.HKU360_00279",5.84e-174,486,"COG4862@1|root,COG4862@2|Bacteria,1UZ7D@1239|Firmicutes,4HID6@91061|Bacilli","91061|Bacilli","NOT","Enables the recognition and targeting of unfolded and aggregated proteins to the ClpC protease or to other proteins involved in proteolysis","mecA","GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141","-","ko:K16511","-","-","-","-","ko00000","-","-","-","MecA","GCF_000006785.2"
"20486024","1314.HKU360_00280",2.08e-249,688,"COG0472@1|root,COG0472@2|Bacteria,1TP9V@1239|Firmicutes,4H9KT@91061|Bacilli","91061|Bacilli","M","transferase","tagO","GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0016740,GO:0016772,GO:0016780,GO:0030145,GO:0043167,GO:0043169,GO:0046872,GO:0046914","2.7.8.33,2.7.8.35","ko:K02851","-","-","R08856","RC00002","ko00000,ko01000,ko01003,ko01005","-","-","-","Glycos_transf_4","GCF_000006785.2"
"20486025","1314.HKU360_00281",1.33e-176,493,"COG0396@1|root,COG0396@2|Bacteria,1TQ98@1239|Firmicutes,4HAD9@91061|Bacilli","91061|Bacilli","O","ABC-type transport system involved in Fe-S cluster assembly, ATPase component","sufC","-","-","ko:K09013","-","-","-","-","ko00000,ko02000","-","-","-","ABC_tran","GCF_000006785.2"
"20486026","1314.HKU360_00282",3.67e-293,801,"COG0719@1|root,COG0719@2|Bacteria,1TRT0@1239|Firmicutes,4HB6W@91061|Bacilli","91061|Bacilli","O","assembly protein SufD","sufD","-","-","ko:K07033,ko:K09015","-","-","-","-","ko00000","-","-","-","UPF0051","GCF_000006785.2"
"20486027","1314.HKU360_00283",1.9e-212,591,"COG0520@1|root,COG0520@2|Bacteria,1TQ1W@1239|Firmicutes,4HA6Z@91061|Bacilli","91061|Bacilli","E","Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine","sufS","-","2.8.1.7,4.4.1.16","ko:K11717","ko00450,ko01100,map00450,map01100","-","R03599,R11528","RC00961,RC01789,RC02313","ko00000,ko00001,ko01000","-","-","-","Aminotran_5","GCF_000006785.2"
"20486028","1314.HKU360_00284",7.39e-108,311,"COG0822@1|root,COG0822@2|Bacteria,1V3H9@1239|Firmicutes,4HIJ0@91061|Bacilli","91061|Bacilli","C","SUF system FeS assembly protein, NifU family","nifU","GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0008198,GO:0009987,GO:0010467,GO:0016740,GO:0016782,GO:0019538,GO:0019725,GO:0030003,GO:0036455,GO:0042592,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048037,GO:0048878,GO:0050801,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0051604,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071704,GO:0097428,GO:0098771,GO:1901564","-","ko:K04488","-","-","-","-","ko00000","-","-","-","NifU_N","GCF_000006785.2"
"20486029","1314.HKU360_00285",0,944,"COG0719@1|root,COG0719@2|Bacteria,1TQ21@1239|Firmicutes,4HA1Z@91061|Bacilli","91061|Bacilli","O","assembly protein SufB","sufB","-","-","ko:K07033,ko:K09014","-","-","-","-","ko00000","-","-","-","UPF0051","GCF_000006785.2"
"20486030","1314.HKU360_00286",2.28e-262,720,"COG1686@1|root,COG1686@2|Bacteria,1V9QK@1239|Firmicutes,4IPJJ@91061|Bacilli","91061|Bacilli","M","Belongs to the peptidase S11 family","-","-","3.4.16.4","ko:K01286","-","-","-","-","ko00000,ko01000","-","-","-","Peptidase_S11","GCF_000006785.2"
"20486031","1314.HKU360_00287",5.61e-292,797,"COG1686@1|root,COG1686@2|Bacteria,1TQN0@1239|Firmicutes,4HBD4@91061|Bacilli","91061|Bacilli","M","Belongs to the peptidase S11 family","dacA","GO:0003674,GO:0003824,GO:0004175,GO:0004180,GO:0004185,GO:0005575,GO:0005618,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0009002,GO:0016787,GO:0017171,GO:0019538,GO:0030312,GO:0043170,GO:0044238,GO:0044464,GO:0070008,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564","3.4.16.4","ko:K01286,ko:K07258","ko00550,ko01100,map00550,map01100","-","-","-","ko00000,ko00001,ko01000,ko01002,ko01011","-","-","-","PBP5_C,Peptidase_S11","GCF_000006785.2"
"20486032","1314.HKU360_00288",0,1303,"COG4166@1|root,COG4166@2|Bacteria,1TQVS@1239|Firmicutes,4HCCB@91061|Bacilli","91061|Bacilli","E","ABC transporter, substrate-binding protein, family 5","amiA","GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464,GO:0071944","-","ko:K02035,ko:K15580","ko01501,ko02010,ko02024,map01501,map02010,map02024","M00239,M00439","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25","-","-","SBP_bac_5","GCF_000006785.2"
"20486033","1314.HKU360_00289",0,970,"COG0601@1|root,COG0601@2|Bacteria,1UY5U@1239|Firmicutes,4HEZK@91061|Bacilli","91061|Bacilli","P","ABC transporter (Permease","amiC","GO:0003674,GO:0005215,GO:0006810,GO:0008150,GO:0022857,GO:0051179,GO:0051234,GO:0055085","-","ko:K15581","ko01501,ko02010,ko02024,map01501,map02010,map02024","M00439","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25","-","-","BPD_transp_1","GCF_000006785.2"
"20486034","1314.HKU360_00290",2.68e-202,562,"COG1173@1|root,COG1173@2|Bacteria,1TP4R@1239|Firmicutes,4HE8S@91061|Bacilli","91061|Bacilli","P","ABC transporter (Permease","amiD","-","-","ko:K15582","ko01501,ko02010,ko02024,map01501,map02010,map02024","M00439","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25","-","-","BPD_transp_1,OppC_N","GCF_000006785.2"
"20486035","1314.HKU360_00291",1.32e-249,686,"COG0444@1|root,COG0444@2|Bacteria,1TP6E@1239|Firmicutes,4H9MR@91061|Bacilli","91061|Bacilli","P","Belongs to the ABC transporter superfamily","amiE","GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","-","ko:K15583","ko01501,ko02010,ko02024,map01501,map02010,map02024","M00439","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25","-","-","ABC_tran,oligo_HPY","GCF_000006785.2"
"20486036","1314.HKU360_00292",9.2e-214,591,"COG4608@1|root,COG4608@2|Bacteria,1V36J@1239|Firmicutes,4HCM4@91061|Bacilli","91061|Bacilli","P","Belongs to the ABC transporter superfamily","amiF","GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","-","ko:K10823","ko01501,ko02010,ko02024,map01501,map02010,map02024","M00439","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25","-","-","ABC_tran,oligo_HPY","GCF_000006785.2"
"20486037","1314.HKU360_00299",5.39e-111,319,"COG1595@1|root,COG1595@2|Bacteria","2|Bacteria","K","DNA-templated transcription, initiation","sigH","-","-","ko:K03088,ko:K03091,ko:K12296","ko02020,ko02024,map02020,map02024","-","-","-","ko00000,ko00001,ko03000,ko03021","-","-","-","Sigma70_r2,Sigma70_r4_2","GCF_000006785.2"
"20486038","1314.HKU360_00841",2.59e-278,760,"COG5433@1|root,COG5433@2|Bacteria,1UZWV@1239|Firmicutes","1239|Firmicutes","L","Transposase","-","-","-","-","-","-","-","-","-","-","-","-","DDE_Tnp_1,DDE_Tnp_1_assoc","GCF_000006785.2"
"20486039","1314.HKU360_00300",4.87e-123,350,"COG2179@1|root,COG2179@2|Bacteria,1V6KM@1239|Firmicutes,4HGAV@91061|Bacilli","91061|Bacilli","S","hydrolase of the HAD superfamily","yqeG","-","-","ko:K07015","-","-","-","-","ko00000","-","-","-","HAD_2,Hydrolase,Hydrolase_like,PGP_phosphatase","GCF_000006785.2"
"20486040","1314.HKU360_00301",1.8e-271,742,"COG1161@1|root,COG1161@2|Bacteria,1TPM2@1239|Firmicutes,4HAAF@91061|Bacilli","91061|Bacilli","S","in Bacillus subtilis this enzyme appears to be involved in 30S ribosomal RNA subunit biogenesis","yqeH","GO:0003674,GO:0003824,GO:0003924,GO:0006275,GO:0008150,GO:0008156,GO:0009889,GO:0009890,GO:0009892,GO:0010556,GO:0010558,GO:0010605,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019219,GO:0019222,GO:0022613,GO:0030174,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032297,GO:0042254,GO:0044085,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0060255,GO:0065007,GO:0071840,GO:0080090,GO:0090329,GO:2000104,GO:2000112,GO:2000113","-","ko:K06948","-","-","-","-","ko00000,ko03009","-","-","-","MMR_HSR1","GCF_000006785.2"
"20486041","1314.HKU360_00302",1.23e-63,194,"COG1534@1|root,COG1534@2|Bacteria,1VEGM@1239|Firmicutes,4HKC7@91061|Bacilli","91061|Bacilli","J","RNA-binding protein","yhbY","-","-","ko:K07574","-","-","-","-","ko00000,ko03009","-","-","-","CRS1_YhbY","GCF_000006785.2"
"20486042","1314.HKU360_00303",3.19e-152,427,"COG1057@1|root,COG1057@2|Bacteria,1V3SK@1239|Firmicutes,4HGXK@91061|Bacilli","91061|Bacilli","H","Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)","nadD","GO:0000309,GO:0003674,GO:0003824,GO:0004515,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605","2.7.7.18","ko:K00969","ko00760,ko01100,map00760,map01100","M00115","R00137,R03005","RC00002","ko00000,ko00001,ko00002,ko01000","-","-","-","CTP_transf_like","GCF_000006785.2"
"20486043","1314.HKU360_00304",1.12e-141,399,"COG1713@1|root,COG1713@2|Bacteria,1V6Y1@1239|Firmicutes,4HHRY@91061|Bacilli","91061|Bacilli","H","HD superfamily hydrolase involved in NAD metabolism","yqeK","-","-","-","-","-","-","-","-","-","-","-","HD","GCF_000006785.2"
"20486044","1314.HKU360_00305",4.71e-81,240,"COG0799@1|root,COG0799@2|Bacteria,1VA2Z@1239|Firmicutes,4HKEJ@91061|Bacilli","91061|Bacilli","J","Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation","rsfS","GO:0003674,GO:0005488,GO:0006417,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0017148,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0034248,GO:0034249,GO:0043021,GO:0043023,GO:0044087,GO:0044877,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0080090,GO:0090069,GO:0090071,GO:2000112,GO:2000113","-","ko:K09710","-","-","-","-","ko00000,ko03009","-","-","-","RsfS","GCF_000006785.2"
